skin_name,image,price_min,price_max,price_min_stattrak,price_max_stattrak,weapon_name
Nostalgia,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wOTBfY3VfcDkwX25vc3RhbGdpYV9saWdodC5mNDY5ZTFmYTY3ODU4ZGMxZTI4YjlhYzQxNmQ0NDA3NjNkZjU1OGQyLnBuZw--/auto/auto/85/notrim/d81e97070fd1b0708a57fd97ab238525.webp,$3.25,$9.00,$5.74,$21.43,P90
Nuclear Garden,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hbV9udWNsZWFyX3NrdWxsc19ncmVlbl9saWdodC42YzEzNjM5YzQwZjg4ZTNmYTM4NTE0ZmQ3OGQyOTY0NDQ0ODRiNWM5LnBuZw--/auto/auto/85/notrim/7b269fc33402fc7f850d510a4f91b9b7.webp,$0.78,$6.54,$10.92,$63.88,Glock-18
Nuclear Garden,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9hbV9udWNsZWFyX3NrdWxsczNfbWFjMTBfbGlnaHQuZjliZTI3MjFjMGJmYmU5MjUxM2QyODNkOWNkOGE2Y2Y5YjI4NDQwMC5wbmc-/auto/auto/85/notrim/f20afd07bea6c6e6cc9068553a97f279.webp,$3.89,$8.60,$3.87,$34.45,MAC-10
Nuclear Threat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NwX251a2VzdHJpcGVfZ3JlZW5fbGlnaHQuYmE4NzM0NzIzMjQ5ZjAxMmEyNmMwNDcxMGFiZjY1ZTc1MzI1Y2UzZS5wbmc-/auto/auto/85/notrim/3924c30a1f91fcf5bfc5260ac8970d28.webp,$21.19,$420.00,$59.82,$165.82,P250
Nuclear Threat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X3NwX251a2VzdHJpcGVfZ3JlZW5fdGVjOV9saWdodC5jMmEzZGY2MGNmMDQ0MjMxODc5MzliNmEyZDEyY2YyMmQyMGM3OTUyLnBuZw--/auto/auto/85/notrim/b279ddd9bb1bef29d7bc2a94b2ae3210.webp,$28.86,$576.49,$83.05,$259.94,Tec-9
Nuclear Waste,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9zcF9udWNsZWFyX3BhdHRlcm4zX25lZ2V2X2xpZ2h0LmVmYzIxOTE2Zjk5MjIwMTI4MjYwOTQ0ODA2MDI3OTQwZjZlYzk5NTQucG5n/auto/auto/85/notrim/9d764e1f564a4f0476cdb04ebf3bb096.webp,$1.78,$2.59,$0.85,$3.24,Negev
O.S.I.P.R.,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X2dzX20yNDlfY29tYmluZV9saWdodC4wYTA2NWUzNzY2OGUzZDIyMGZmZjdlN2E4Y2U2OGI1OWQ3Yjk3NGM3LnBuZw--/auto/auto/85/notrim/357179affce0c1bb607cfe65a748722a.webp,$0.07,$0.30,$0.22,$1.20,M249
Obsidian,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2N1X3AyMDAwX29ic2lkaWFuX2xpZ2h0Ljc1MDk3OWVjYzU3OTY0OTQxMzk0MDE1NjAzZDkzNmUxZmJkNzMzNzUucG5n/auto/auto/85/notrim/1eca34c88134b30e50e385758d4a9f04.webp,$0.89,$5.64,$2.11,$15.25,P2000
Ocean Drive,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfY3VfZGVhZ2xlX2tpdGNoX2xpZ2h0LmMxYzNkM2Q5MTQ2NjQ2MjQ1MDhiNjk0ZDhmNGUyYzYyYjQ1NDQ0NjIucG5n/auto/auto/85/notrim/29963e95736adaa60818f2746a766293.webp,$9.92,$113.36,$28.40,$362.51,Desert Eagle
Ocean Foam,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfYW1fb3NzaWZ5X2JsdWVfbGlnaHQuOGQ5YzFhYmNkM2VlMjkyOWE0Mjg1ZTMzMGE4YzA2N2Y5NTBlZDkzNC5wbmc-/auto/auto/85/notrim/43dd3253ab3e3c7a14687253cdcb32eb.webp,$2.78,$3.21,$8.02,$10.65,MP7
Ocean Foam,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2FtX29zc2lmeV9ibHVlX3AyMDAwX2JyYXZvX2xpZ2h0LmE5NWM0YjVjZjY2NmEzZWZhNzVmMTlmZTIxOWI4M2ZjMzBkYzg0YjMucG5n/auto/auto/85/notrim/1f6592b8cdebd455dc09985f0a4d1416.webp,$108.28,$112.28,$333.95,"$1,084.18",P2000
Oceanic,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9hbV9tYWMxMF9vY2VhbmlfbGlnaHQuNDdiOTM3MTczOTg3MzIyMDUyNTI5OWM4Y2QwMTA4MGY5YTY2Mjg3MS5wbmc-/auto/auto/85/notrim/45dc716cd5fd8f8d289b1a4903dfa8d4.webp,$0.04,$0.16,$0.07,$0.53,MAC-10
Oceanic,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2h5X3AyMDAwX29jZWFuaV9saWdodC5mMDYzN2IxODk1MmVmNzhjYThkYWMzZDgxNTI5NGQ2ZGRjNTk3ZTJhLnBuZw--/auto/auto/85/notrim/d4a8b6625a20ec676324e3741d361863.webp,$0.04,$0.18,$0.08,$0.85,P2000
Off World,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9ja19pbmRpZ29fbGlnaHQuYzU1YTU0NTJhNDAzY2Q1M2E3NDgzODQ0ODQ3ZjUyZDZmZWFjZGYyNS5wbmc-/auto/auto/85/notrim/dee0a1a7483518c427f74050a42828e0.webp,$0.06,$0.49,$0.15,$3.37,Glock-18
Off World,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wOTBfY3VfcDkwX29mZndvcmxkX2xpZ2h0LjNjNTlkYTBhYzllNDg2ZjY5MjVmMDdhNTVjNDExMzcyMmNmNDYyMTAucG5n/auto/auto/85/notrim/10401708168f20fe5f9893d327f0aca4.webp,$0.08,$0.42,$0.16,$1.39,P90
Oil Change,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9zcF9lbmdpbmVfZGlydHlfbGlnaHQuM2ZhMGIyZWIwMWIxYzE0NzdmMDU2OWRlMmQzMWFjYTQyOWExY2M4Yy5wbmc-/auto/auto/85/notrim/485c6e81b9d0a5f4703bc44a4ba1bb0e.webp,$0.61,$0.92,$0.01,$0.03,Dual Berettas
Ol' Rusty,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zZzU1Nl9nc19zZzU1M19ydXN0eV9saWdodC4wZmRhMzEyOTFmNzA2ZmNlMDc4OTgxMjcyYjNmNWU3YWM2NzhjNzkyLnBuZw--/auto/auto/85/notrim/c01dc0cbe94c4e09b8a1ea050db19f89.webp,$0.03,$0.11,$0.06,$0.43,SG 553
Old Roots,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfc3BfbW9yb19jYXJ2aW5nX3llbGxvd19saWdodC5kZWUxOTZhM2U4ODhlZDQzOWRiNDdkYTk2ZjU1OTc5ZDZiNGIxNDJlLnBuZw--/auto/auto/85/notrim/73946264b8e87780da3860fe87649fa5.webp,$3.70,$4.12,$0.05,$0.20,MP9
Olive Plaid,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfaHlfcGxhaWQxX2xpZ2h0LjZkOWUzMjJjYzNlM2NkOTAxOGViMmEzNzdhNWFhZDBhOGUxNzE1NzAucG5n/auto/auto/85/notrim/4155c58c2fb75a2bd9d8a3d55f632019.webp,$2.43,$4.11,,,MP7
Olympus,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90YXNlcl96ZXVzX3RodW5kZXJfZ29kX2xpZ2h0Ljc4Zjk3NzQ0NzkxNjViNzY2ZWYwZjYwYmFhOTAzMDI5YmIzZGVhYTUucG5n/auto/auto/85/notrim/cc66b941a2c958ebb7ac36673fab3765.webp,$6.23,$18.28,$13.81,$50.98,Zeus x27
Omega,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3Nwb3J0eV9nbG92ZXNfc3BvcnR5X2JsYWNrX3dlYmJpbmdfeWVsbG93X2xpZ2h0LmQ0ZWVkMzk4Mjg5YWQ5MjNjYTUxOGM4ODFmMzYyNjkwMTdkZjYyOTEucG5n/auto/auto/85/notrim/8b7ec29e941b79638288a2a5baddac14.webp,$219.00,"$3,460.40",,,Sport Gloves
Oni Taiji,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3VfYXdwX2hhbm55YV9saWdodC5kY2VjZGUwZTliYWM0MTlhODYwMTIwYjI3Y2Y3MGM3YmI3MDI0OGNkLnBuZw--/auto/auto/85/notrim/05b09f5ea23f494eb096c1bffe89d8b3.webp,$144.90,$438.68,$298.71,$800.00,AWP
Orange Anolis,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfYW1fbGl6YXJkX3JlZF9saWdodC4xNDFiN2M4ODk1YjRkZDllN2FiZmI1NWNiNTZiZjFlZTAxNDk1ZWU4LnBuZw--/auto/auto/85/notrim/2342a82dce0445527e8d041e6d113d07.webp,$67.58,$75.90,$6.84,$13.30,USP-S
Orange Crash,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9zcF9nM3NnMV9taWxpdGlhb3JhbmdlX2xpZ2h0LmI0NzRiOTdhMjk4MDk4YzJjM2U3YTdmMzY2OTY0OWFlYzRmNWFjM2MucG5n/auto/auto/85/notrim/cce03f2ed8b8b77dda50ca5791b747e1.webp,$0.04,$0.18,$0.09,$0.75,G3SG1
Orange DDPAT,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nYWxpbGFyX2h5X2RkcGF0X29yYW5nZV9saWdodC5iOTIzNGJjOTIwM2Q5NzMzZWIxNWRhM2M5MGIyMWY2ODExOTZkMjQyLnBuZw--/auto/auto/85/notrim/dc45ea10e7a6ce34a5eb8a0946c07863.webp,$10.49,$38.48,$16.32,$197.94,Galil AR
Orange DDPAT,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9oeV9kZHBhdF9vcmFuZ2VfbGlnaHQuOTI1Yjc5ZjJiYTIyYWYyNDlkZmNhOTc0OGJhZWMyOTBjYTJmZDJlNS5wbmc-/auto/auto/85/notrim/6f953d42336030507e52ec82ccc7a807.webp,$10.38,$34.99,$14.26,$141.40,Sawed-Off
Orange Filigree,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9oeV9yZW5fb3JhbmdlX2xpZ2h0Ljg5ZGMwOTFhMWIwY2M0YWIxZjA3MGJiNzRiYWExZmMxMTBkN2E5NmEucG5n/auto/auto/85/notrim/c8899fe6b9f8678d1ac42af5aae4c296.webp,$23.54,$32.90,,,SSG 08
Orange Kimono,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9oeV9raW1vbm9fZGlhbW9uZHNfb3JhbmdlX2xpZ2h0LmQ0YjU1ZGZmMDZhNTcyMzA5NmY5YWRjYzIzMzkyNmQxYzdmM2FmNzEucG5n/auto/auto/85/notrim/d1640aff36dd7f6f2c75a9797b33f6aa.webp,$2.31,$4.01,,,G3SG1
Orange Murano,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2h5X211cmFub19vcmFuZ2VfbGlnaHQuZTA2MzZkYWMwZTFhNzZkNjY5N2M3NzE1NDg1NjIxYjk5OTU1YzJlOC5wbmc-/auto/auto/85/notrim/1f5aa597dc53cf26242876b8e5a350fa.webp,$4.68,$6.87,,,Tec-9
Orange Peel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fc3BfdGFwZV9vcmFuZ2VfbGlnaHQuZTYwMDIyMWFmM2QyZTAyMTliN2I3ZWUyODFkNmRhODA3YzhjZTc5NS5wbmc-/auto/auto/85/notrim/bc63df43129e63242eb00fecb3779018.webp,$0.02,$0.17,$0.69,$38.06,Five-SeveN
Orange Peel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfc3BfdGFwZV9vcmFuZ2VfbGlnaHQuNWM0NmE0YjU5OGJlYjI5MWVmYTg5ZDgyZjk5M2M5MTZhNzI0NzhlNC5wbmc-/auto/auto/85/notrim/da99bcb49a170710547c0bed6ff21ac1.webp,$9.25,$19.99,$0.39,$20.98,MP7
Orange Peel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfc3BfdGFwZV9vcmFuZ2VfbGlnaHQuYzU4YjZmOTgzMmIyZTk1YTgyYTk4MjM0MzExNTQxYmE5ZmViMDAyMS5wbmc-/auto/auto/85/notrim/57b04c16eb5b3d780191c3b85d2b8019.webp,$0.03,$0.21,$26.82,$57.05,MP9
Orbit Mk01,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X2dzX2FrX2NvbG9ueTAxX3JlZF9saWdodC5kYmIxZWE3YjZiOTViNTA0NDY4OTMwYzBlMzJiZTllOTk0NTg1ODFhLnBuZw--/auto/auto/85/notrim/6e252d2bb5b8bb2c211bc02532e17af7.webp,$10.80,$19.74,$28.31,$54.99,AK-47
Origami,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9jdV9zYXdlZG9mZl9vcmlnYW1pX2xpZ2h0LjFjNjRjYWRiYjcxNzYzNTE0ODhmNmUwMGY3NjAxMDYxZjU1M2E0ZGIucG5n/auto/auto/85/notrim/6896079934e825c5e274485d517262e7.webp,$0.05,$0.19,$0.15,$0.61,Sawed-Off
Orion,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3VfdXNwX3NwaXRmaXJlX2xpZ2h0LjkxMDNiNTRjZmRmOThhMjU4MGY5MjExNTlhODk2M2ZiZTdmZDc0ZGEucG5n/auto/auto/85/notrim/5f1194f25370983a7e77d04fd645b451.webp,$39.18,$59.52,$69.95,$324.16,USP-S
Oscillator,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91bXA0NV9hbV91bXA0NV9lbGVjdHJvd2F2ZV9saWdodC41NDZiYTNhNDMyM2ZkZDkzMWMyNGNkZmNlM2VmNGI3NTQwZDA2MDA3LnBuZw--/auto/auto/85/notrim/e7e90195a15414d7a846e7208f4ea5c7.webp,$0.08,$0.30,$0.23,$1.12,UMP-45
Osiris,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9jdV9iaXpvbi1vc2lyaXNfbGlnaHQuMmNiZDBmODk2ZDMxNjA0ZGRjMWI0ZmYxZTcxNGIxMzcyNTE2YzQ4MC5wbmc-/auto/auto/85/notrim/5e2d9cb25984151dfd1d0120d53b09eb.webp,$0.45,$1.15,$1.11,$3.74,PP-Bizon
Ossified,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2FtX29zc2lmeV9saWdodC5mYTc1ZDFjMTFmMTk2ZDg1ZGIwOTNjNmU1YTkwMzE0ZDU2ZWJhYmY3LnBuZw--/auto/auto/85/notrim/37b2b7ae9f25eedea10294266fb00eb3.webp,$1.00,$4.29,,,Tec-9
Outbreak,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfaHlfc2NhcjIwX2p1bmdsZXJfbGlnaHQuOWI3NDRmZWM3MGZiZWMyOTZmNzFmYTU5YzA2NGVmZTYyMzRhZTNiYy5wbmc-/auto/auto/85/notrim/6f403f72f3583c5198f01c1115fabb78.webp,$0.06,$0.28,$0.16,$0.96,SCAR-20
Overgrowth,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfaHlfc2llZ2VfYnJhdm9fbGlnaHQuMDY3OThmMGI4NTc1MjVhNWJjMzg4N2ExODRiYjJhNWYzMzJhNmM1Yi5wbmc-/auto/auto/85/notrim/071aa3e3450d8ecc6d845cb9a58474f6.webp,$19.50,$57.79,$34.25,$233.93,USP-S
Overprint,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL2xlYXRoZXJfaGFuZHdyYXBzX2hhbmR3cmFwX2xlYXRoZXJ5X2ZhYnJpY19nZW9tZXRyaWNfYmx1ZV9saWdodC5kNDE3Y2Q3MTdmM2IxOWM5MmM2NzE0NTk0YzZhMzBkMjcyNTQyZDI5LnBuZw--/auto/auto/85/notrim/8f596475dce422c2e63ea585aafff8f1.webp,$109.02,$777.40,,,Hand Wraps
Overtake,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3NsaWNrX2dsb3Zlc19zbGlja19zdGl0Y2hlZF9ibGFja19vcmFuZ2VfbGlnaHQuNDYyYjE0OGIwZjQ5ZTI4ZTdiNDUyYTE2YTM4MmJkNmFkNmIzNWI0ZS5wbmc-/auto/auto/85/notrim/e542cd2a703bffddfa7bfb2c2ef1cfb8.webp,$61.09,$561.00,,,Driver Gloves
Oxide Blaze,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfY3VfZGVzZXJ0X2VhZ2xlX2NvcnJvZGVuX2xpZ2h0LmVlYzc0MzE2NTNjNmQ4NDQyZDcyOWQwMTg5MjVkYzViYTk2M2ZjNmIucG5n/auto/auto/85/notrim/b64bee141e1060a26cefc4c0d4123843.webp,$0.15,$0.44,$0.57,$1.76,Desert Eagle
Oxide Blaze,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9jazE4X2NvcnJvZGVuX2xpZ2h0LjZmY2VkYjdlNGFiYWM4OTgyNTE3ZDFkNTE2NjY3YTg3NWMxMDAwZTUucG5n/auto/auto/85/notrim/3713e6e0fd30d804c4a115055947051c.webp,$0.04,$0.24,$0.09,$1.25,Glock-18
Oxide Blaze,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl94bTEwMTRfY3VfeG0xMDE0X294aWRlX2JsYXplX2xpZ2h0LjExNTI0NjRmNmU3NzQ3MzgzYzk0YjA4NzdhOTAzYWMwZDQ5NDAxNTMucG5n/auto/auto/85/notrim/5c0e528606a804ff409f648b6c285044.webp,$0.03,$0.14,$0.07,$0.43,XM1014
Oxide Oasis,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDVzZF9nc19tcDVfbmVvbl9mbGVrdGFybl9saWdodC40MzM1MDFkZDQ0NmYxMjg1NjExZmMwNDIzYmVlMzE5NTM3YWI1NzE4LnBuZw--/auto/auto/85/notrim/ee2a1c9d26ff2988c2aaa6f08d145a11.webp,$263.00,$351.45,$5.14,$24.77,MP5-SD
Palm,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9zcF9wYWxtX2xpZ2h0LjlmOTg1OGE0YmVhNGFjZjU1ZGNhMDA4NzI4MzczM2NjMDk2YjZlNTMucG5n/auto/auto/85/notrim/956c09e5b484a51e3d62a1fac3fc5eb2.webp,$0.02,$0.14,$0.33,$16.54,MAC-10
